Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
3428,"Pexton Bank","SE854855",485400,485500,900,"England",6,7,2010,2020,"UKBMS"
3429,"Bishop Monkton railway Cutting","SE315663",431500,466300,600,"England",6,10,2011,2020,"UKBMS"
3430,"Silpho Quarry","SE962920",496200,492000,,"England",10,9,2011,2019,"UKBMS"
3431,"Catterstye","NZ694198",469400,519800,2317,"England",10,1,2011,2011,"UKBMS"
3432,"Rosedale East","SE704990",470400,499000,3352,"England",9,5,2011,2015,"UKBMS"
3433,"Askham Bog","SE572482",457200,448200,,"England",8,6,2011,2020,"UKBMS"
3434,"Staveley East","SE370630",437000,463000,3402,"England",9,10,2011,2020,"UKBMS"
3435,"Staveley West","SE362628",436200,462800,2015,"England",8,10,2011,2020,"UKBMS"
3436,"South Gare","NZ556275",455600,527500,2316,"England",7,8,2011,2018,"UKBMS"
3437,"Yockenthwaite","SD912788",391200,478800,2192,"England",11,6,2012,2018,"UKBMS"
3438,"Stirley Farm","SE145136",414500,413600,,"England",,3,2013,2019,"UKBMS"
3439,"Malham Tarn NNR","SD890672",389000,467200,,"England",,5,2013,2019,"UKBMS"
3440,"Low Ox Pasture, Kilnsey","SD970685",397000,468500,1460,"England",7,5,2014,2020,"UKBMS"
3441,"Ingleborough High Brae","SD791738",379100,473800,2459,"England",12,6,2014,2020,"UKBMS"
3442,"Lower Winskill","SD826666",382600,466600,2210,"England",8,3,2014,2016,"UKBMS"
3443,"Oxenber Wood","SD782684",378200,468400,2090,"England",6,3,2014,2016,"UKBMS"
3444,"Flatts Lane Eston Moor","NZ551168",455100,516800,5411,"England",8,6,2015,2020,"UKBMS"
3446,"Millfield Meadow Saltburn","NZ662204",466200,520400,775,"England",8,5,2015,2020,"UKBMS"
3447,"Yorkshire Arboretum at Castle Howard","SE698698",469800,469800,990,"England",8,3,2015,2017,"UKBMS"
3449,"Riddings Field & St Josephs Wood","SE016888",401600,488800,1025,"England",11,3,2015,2017,"UKBMS"
3450,"Ellerburn new","SE853850",485300,485000,925,"England",7,6,2015,2020,"UKBMS"
3451,"Brae Pasture","SD789740",378900,474000,1193,"England",8,6,2015,2020,"UKBMS"
3452,"Burton Riggs","TA029831",502900,483100,700,"England",6,2,2015,2018,"UKBMS"
3453,"Cropton Forest","SE768910",476800,491000,4000,"England",10,3,2015,2018,"UKBMS"
3454,"Grass Wood","SD987659",398700,465900,1800,"England",10,6,2015,2020,"UKBMS"
3455,"Leyburn Old Glebe","SE101897",410100,489700,1200,"England",8,6,2015,2020,"UKBMS"
3456,"Littlebeck Wood","NZ882045",488200,504500,780,"England",9,3,2015,2018,"UKBMS"
3457,"Ripon Loop","SE317738",431700,473800,2665,"England",10,3,2015,2017,"UKBMS"
3458,"Southerscales","SD743762",374300,476200,2210,"England",8,6,2015,2020,"UKBMS"
3459,"Barlow Common","SE630286",463000,428600,2920,"England",9,5,2016,2020,"UKBMS"
3460,"Wheldrake Ings","SE701441",470100,444100,2550,"England",7,5,2016,2020,"UKBMS"
3461,"Kiplingcotes Chalk Pit","SE914434",491400,443400,1610,"England",8,3,2016,2018,"UKBMS"
3462,"Upper Dunsforth Carrs","SE442648",444200,464800,1540,"England",7,5,2016,2020,"UKBMS"
3463,"Whitcliffe","NZ137024",413700,502400,3000,"England",9,5,2016,2020,"UKBMS"
3464,"Wooldale","SE152082",415200,408200,3000,"England",10,5,2016,2020,"UKBMS"
3465,"Green Hammerton","SE470570",447000,457000,,"England",,4,2017,2020,"UKBMS"
3466,"Widdop","SD965311",396500,431100,,"England",,4,2017,2020,"UKBMS"
3467,"Hollin Hall","SD987295",398700,429500,,"England",,4,2017,2020,"UKBMS"
3468,"Roundhay-Shadwell","SE336396",433600,439600,,"England",,4,2017,2020,"UKBMS"
3470,"Strensall Common and World's End","SE660603",466000,460300,,"England",,4,2017,2020,"UKBMS"
3471,"Pickering Woods","SE814858",481400,485800,,"England",,1,2017,2017,"UKBMS"
3472,"Calley Heath","SE751496",475100,449600,1200,"England",4,3,2018,2020,"UKBMS"
3473,"Spurn Point (part 1)","TA406116",540600,411600,1560,"England",4,3,2018,2020,"UKBMS"
3474,"Spurn Point (part 2)","TA399109",539900,410900,1400,"England",4,3,2018,2020,"UKBMS"
3475,"Appleton Mill Farm","SE744881",474400,488100,1720,"England",6,1,2018,2018,"UKBMS"
3476,"Littleworth Park","SE371078",437100,407800,2000,"England",8,1,2019,2019,"UKBMS"
3477,"Three Hagges Woodmeadow","SE626396",462600,439600,2900,"England",9,2,2019,2020,"UKBMS"
3478,"Ripon City Wetlands","SE332688",433200,468800,1355,"England",6,2,2019,2020,"UKBMS"
3479,"East Riddlesden Hall","SE082416",408200,441600,1310,"England",7,1,2019,2019,"UKBMS"
3480,"Langrickgate, East Cottingwith","SE719425",471900,442500,2200,"England",4,2,2019,2020,"UKBMS"
3481,"Potteric Carr visitor centre","SE589005",458900,400500,1370,"England",9,1,2019,2019,"UKBMS"
3482,"Sutherland Beck","SE772905",477200,490500,1760,"England",10,2,2019,2020,"UKBMS"
3483,"Maze Park","NZ468191",446800,519100,1800,"England",10,2,2019,2020,"UKBMS"
3485,"Main Bay Heath","SE453276",445300,427600,1400,"England",11,2,2019,2020,"UKBMS"
3486,"Bishop Wood","SE554336",455400,433600,4260,"England",8,2,2019,2020,"UKBMS"
3487,"Foxglove Covert","SE160973",416000,497300,3600,"England",11,1,2019,2019,"UKBMS"
3488,"Lin Dyke Link","SE443269",444300,426900,3250,"England",10,2,2019,2020,"UKBMS"
3489,"Riverbank Trail","SE461275",446100,427500,3000,"England",14,1,2019,2019,"UKBMS"
3490,"Bolton Percy Station","SE528417",452800,441700,480,"England",5,2,2019,2020,"UKBMS"
3491,"Forest of Flowers, Home Farm, Huby","SE543657",454300,465700,3020,"England",8,1,2020,2020,"UKBMS"
3500,"Oxford Island","J055610",116890,518929,,"Northern Ireland",13,15,1990,2004,"UKBMS"
3501,"Ecos Park","D119035",126900,560745,2040,"Northern Ireland",14,9,2005,2020,"UKBMS"
3502,"Lagan Meadows","J335703",145590,525812,2148,"Northern Ireland",10,11,2005,2020,"UKBMS"
3504,"Slievenacloy","J250712",137196,527433,1705,"Northern Ireland",11,14,2006,2020,"UKBMS"
3511,"Banagher Glen","C672045",82424,565570,1230,"Northern Ireland",11,14,2006,2019,"UKBMS"
3523,"Minnowburn","J3268",143899,523647,2817,"Northern Ireland",6,12,2006,2019,"UKBMS"
3538,"Belvoir Park Forest","J335695",145523,525016,2500,"Northern Ireland",5,11,2007,2019,"UKBMS"
3539,"Crom Estate","H355239",43931,487891,3140,"Northern Ireland",5,11,2007,2019,"UKBMS"
3541,"Craigavon Lakes","J054575",116493,515451,,"Northern Ireland",11,12,2009,2020,"UKBMS"
3542,"Crossgar","J461521",156596,506604,,"Northern Ireland",11,1,2008,2008,"UKBMS"
3543,"Milford Railway Cutting (new)","H860430",95919,502647,200,"Northern Ireland",4,2,2008,2009,"UKBMS"
3544,"Portstewart Strand","C795362",97409,596121,2500,"Northern Ireland",12,11,2009,2020,"UKBMS"
3545,"Portinode Kesh","H146645",26542,530176,1800,"Northern Ireland",7,1,2009,2009,"UKBMS"
3546,"Oxford Island (new)","J055610",116891,518931,,"Northern Ireland",14,12,2009,2020,"UKBMS"
3548,"Whitepark Bay","D014437",119885,601715,2667,"Northern Ireland",14,7,2010,2019,"UKBMS"
3549,"Sir Thomas and Lady Dixon Park","J307677",142579,523461,2094,"Northern Ireland",5,2,2010,2011,"UKBMS"
3550,"McIlroy Park","J292669",141016,522791,2063,"Northern Ireland",5,2,2010,2011,"UKBMS"
3551,"Shaw's Bridge (Lagan Valley Regional Park)","J330692",144999,524759,2149,"Northern Ireland",5,5,2010,2017,"UKBMS"
3552,"Woodland Trust (Lagan Valley Regional Park)","J341696",146129,525064,1901,"Northern Ireland",5,2,2010,2011,"UKBMS"
3553,"Garry Bog NR","C935302",110850,588937,1520,"Northern Ireland",5,10,2011,2020,"UKBMS"
3554,"Magilligan Point NR","C661389",84282,599966,1450,"Northern Ireland",7,8,2011,2019,"UKBMS"
3555,"Breen Oakwood","D121336",129681,590728,2390,"Northern Ireland",8,15,2006,2020,"UKBMS"
3556,"Killykeeghan & Crossmurrin Nature Reserve","H112348",20617,500834,2890,"Northern Ireland",8,9,2011,2019,"UKBMS"
3557,"Giant's Causeway","C946443",113157,602896,1650,"Northern Ireland",12,10,2011,2020,"UKBMS"
3558,"Cave Hill","J322788",145020,534394,,"Northern Ireland",,8,2013,2020,"UKBMS"
3559,"Murlough (single-species)","J401341",149087,489177,4414,"Northern Ireland",3,7,2014,2020,"UKBMS"
3560,"Portmore Lough","J105689",122549,526379,1200,"Northern Ireland",8,4,2016,2019,"UKBMS"
3561,"Portmore Lough (Brannigans)","J102678",122156,525308,917,"Northern Ireland",7,3,2016,2018,"UKBMS"
3562,"Glasswater Wood","J446537",155238,508326,,"Northern Ireland",,3,2017,2019,"UKBMS"
3563,"Quoile Pondage","J513484",161463,502475,,"Northern Ireland",,3,2017,2019,"UKBMS"
3564,"Killard Nature Reserve (New)","J606434",170304,496702,,"Northern Ireland",,1,2017,2017,"UKBMS"
3565,"Killard Nature Reserve (2018)","J608433",170494,496586,2700,"Northern Ireland",11,3,2018,2020,"UKBMS"
3566,"Mount Stewart - National Trust ? 01 ? South Fields","J561694",168033,522989,1440,"Northern Ireland",5,3,2018,2020,"UKBMS"
3567,"Mount Stewart - National Trust - 02 - Ploughmans Hill","J550702",167005,523880,1600,"Northern Ireland",6,3,2018,2020,"UKBMS"
3568,"Castle Ward (Temple Water)","J573498",167560,503359,2100,"Northern Ireland",9,2,2018,2019,"UKBMS"
3569,"Marble Arch","H121344",21481,500358,625,"Northern Ireland",9,1,2018,2018,"UKBMS"
3570,"Colin Glen Forest Park","J272711",139381,527148,1100,"Northern Ireland",6,2,2018,2019,"UKBMS"
3571,"Belvoir Top","J342694",146212,524856,1200,"Northern Ireland",7,2,2019,2020,"UKBMS"
3572,"Crawfordsburn Country Park","J465821",159552,536462,3595,"Northern Ireland",13,2,2019,2020,"UKBMS"
3573,"Bog Meadows","J315726",143794,528276,1867,"Northern Ireland",10,1,2019,2019,"UKBMS"
3574,"Springhill House, National Trust","H867828",100010,542267,2000,"Northern Ireland",8,2,2019,2020,"UKBMS"
3575,"Brackfield Wood","C504102",66161,572696,1800,"Northern Ireland",10,2,2019,2020,"UKBMS"
3576,"Derrymore","J055279",114075,485936,2075,"Northern Ireland",6,1,2020,2020,"UKBMS"
3601,"Severn Valley Country Park","SO75308400",375300,284000,4000,"England",8,1,2005,2005,"UKBMS"
3602,"Ravensgate Hill","SO980186",398000,218600,585,"England",4,16,2005,2020,"UKBMS"
3603,"West Malvern","SO76704570",376700,245700,2860,"England",13,15,2006,2020,"UKBMS"
3604,"Coombe Hill, Wotton-u-Edge, code 3604","ST76409410",376400,194100,2020,"England",11,15,2006,2020,"UKBMS"
3605,"Titterells","SO47708600",347700,286000,1960,"England",8,4,2006,2009,"UKBMS"
3606,"Old Hills Revised","SO82604880",382600,248800,1960,"England",10,11,2006,2020,"UKBMS"
3607,"Gorsty Knoll","SO58800890",358800,208900,2100,"England",15,12,2007,2018,"UKBMS"
3608,"Lord's Wood","SO55201510",355200,215100,2750,"England",10,8,2006,2020,"UKBMS"
3609,"Masts Reserve","SO99302460",399300,224600,1480,"England",12,14,2007,2020,"UKBMS"
3610,"Haugh Woods North 2007","SO590370",359000,237000,3036,"England",14,14,2007,2020,"UKBMS"
3611,"Eastnor","SO75603810",375600,238100,2247,"England",12,4,2008,2012,"UKBMS"
3612,"Merbach Common","SO306447",330600,244700,2847,"England",12,13,2008,2020,"UKBMS"
3613,"Bury Ditches","SO334839",333400,283900,3180,"England",8,13,2007,2020,"UKBMS"
3614,"Purslow Wood","SO368788",336800,278800,2550,"England",5,6,2008,2013,"UKBMS"
3615,"Northhill Malvern","SO769474",376900,247400,2076,"England",5,2,2007,2008,"UKBMS"
3616,"Radnor Wood","SO320812",332000,281200,2320,"England",5,5,2007,2012,"UKBMS"
3617,"Garway Hill Common","SO437251",343700,225100,5718,"England",12,3,2007,2009,"UKBMS"
3618,"Hammerwich Hall Farm - an eco-farm","SK074070",407400,307000,2000,"England",6,3,2009,2011,"UKBMS"
3619,"Prees Heath Common Reserve","SJ560370",356000,337000,3631,"England",12,12,2009,2020,"UKBMS"
3620,"Trench Wood2","SO926587",392600,258700,2318,"England",7,11,2009,2020,"UKBMS"
3621,"Tiddesley Wood","SO927453",392700,245300,1958,"England",6,11,2009,2019,"UKBMS"
3622,"Wrens Nest National Nature Reserve","SO937914",393700,291400,1830,"England",11,16,2004,2019,"UKBMS"
3623,"Melrose Farm Meadows","SO816410",381600,241000,697,"England",4,12,2009,2020,"UKBMS"
3625,"Lower Woods South","ST742872",374200,187200,,"England",10,4,2015,2018,"UKBMS"
3627,"Strawberry Banks","SO910033",391000,203300,1157,"England",10,7,2014,2020,"UKBMS"
3628,"Clemcroft, Nr Hazler Hill","SO463924",346300,292400,600,"England",7,16,2005,2020,"UKBMS"
3629,"Kilkenny","SP004186",400400,218600,,"England",9,9,2010,2020,"UKBMS"
3630,"Birches Farm & Cother Wood","SO760465",376000,246500,2970,"England",15,1,2010,2010,"UKBMS"
3631,"Feckenham Wylde Moor","SP011606",401100,260600,2204,"England",6,11,2010,2020,"UKBMS"
3632,"Hill Court Farm","SO825345",382500,234500,3300,"England",9,11,2010,2020,"UKBMS"
3633,"North Hill Malvern (2010)","SO770470",377000,247000,2621,"England",7,11,2010,2020,"UKBMS"
3634,"Hurst Coppice","SO792785",379200,278500,1840,"England",6,6,2010,2016,"UKBMS"
3635,"Nagshead extension - meadows","SO607086",360700,208600,510,"England",4,1,2011,2011,"UKBMS"
3636,"Wilden Marsh","SO818727",381800,272700,1640,"England",15,9,2011,2019,"UKBMS"
3637,"Newtown Green and Meadow","SO973546",397300,254600,1309,"England",9,4,2011,2014,"UKBMS"
3638,"Lynton Moss","SJ789243",378900,324300,2187,"England",8,1,2011,2011,"UKBMS"
3639,"Highgate Common","SO836895",383600,289500,3841,"England",15,3,2011,2019,"UKBMS"
3640,"Avon Meadows Community Wetland","SO950465",395000,246500,1380,"England",7,9,2011,2019,"UKBMS"
3641,"Hartlebury Common and Charlton","SO824707",382400,270700,3098,"England",15,9,2011,2020,"UKBMS"
3642,"Harper Adams","SJ712204",371200,320400,2661,"England",12,1,2011,2011,"UKBMS"
3643,"Bathpool Park","SJ836527",383600,352700,3161,"England",14,10,2011,2020,"UKBMS"
3644,"Rowley Hills. Land to south of Bury Hill Park","SO975896",397500,289600,2250,"England",15,9,2011,2019,"UKBMS"
3645,"Pound Green Common","SO752787",375200,278700,900,"England",11,10,2011,2020,"UKBMS"
3646,"Queenswood Country Park","SO505515",350500,251500,3347,"England",14,9,2012,2020,"UKBMS"
3647,"Lower Kites Wood","SO978564",397800,256400,1293,"England",9,8,2013,2020,"UKBMS"
3648,"Hollybed Farm","SO778382",377800,238200,,"England",,8,2013,2020,"UKBMS"
3649,"The Leasowes","SO976838",397600,283800,,"England",,4,2013,2018,"UKBMS"
3650,"Coombeswood Wedge","SO975848",397500,284800,,"England",,8,2013,2020,"UKBMS"
3651,"Woodgate Valley","SP008833",400800,283300,3000,"England",10,8,2013,2020,"UKBMS"
3652,"Besford Court","SO914452",391400,245200,2000,"England",12,7,2014,2020,"UKBMS"
3653,"Stiperstones","SJ367002",336700,300200,3500,"England",7,4,2016,2020,"UKBMS"
3656,"Mottey Meadows NNR","SJ840134",384000,313400,1595,"England",6,4,2014,2020,"UKBMS"
3657,"Highgate Common (2014 route)","SO840900",384000,290000,2800,"England",8,4,2014,2019,"UKBMS"
3658,"Cherry Orchard, Worcester","SO851529",385100,252900,400,"England",1,3,2014,2016,"UKBMS"
3659,"North Hill Balcony Malvern","SO768470",376800,247000,133,"England",2,7,2014,2020,"UKBMS"
3660,"Loynton Moss","SJ788246",378800,324600,1612,"England",8,1,2014,2014,"UKBMS"
3661,"Aqualate Mere","SJ782204",378200,320400,1106,"England",5,2,2014,2015,"UKBMS"
3662,"Gawcombe North","SP207210",420700,221000,4525,"England",12,2,2014,2015,"UKBMS"
3663,"Gawcombe South","SP230214",423000,221400,4782,"England",12,2,2014,2015,"UKBMS"
3664,"Rough Bank","SO907087",390700,208700,2528,"England",10,7,2014,2020,"UKBMS"
3665,"Linear Park Cinderford","SO649134",364900,213400,3750,"England",9,6,2015,2020,"UKBMS"
3666,"Blackhouse Wood","SO733521",373300,252100,3000,"England",5,5,2015,2020,"UKBMS"
3667,"Preston Montford Field Centre","SJ432143",343200,314300,,"England",,2,2017,2018,"UKBMS"
3668,"Stoulton M & J Wood","SO912493",391200,249300,1057,"England",8,5,2015,2019,"UKBMS"
3670,"Moseley Green","SO633091",363300,209100,3270,"England",9,6,2015,2020,"UKBMS"
3671,"Loynton Moss (2015 route)","SJ788242",378800,324200,1490,"England",7,1,2015,2015,"UKBMS"
3672,"The Bog","SO357978",335700,297800,1000,"England",10,3,2015,2019,"UKBMS"
3673,"Bellpit Meadows","SK004488",400400,348800,1113,"England",10,4,2015,2018,"UKBMS"
3674,"Monkwood North","SO803608",380300,260800,2000,"England",9,5,2016,2020,"UKBMS"
3675,"Highnam Woods (new)","SO778192",377800,219200,2724,"England",10,5,2016,2020,"UKBMS"
3676,"Batch Valley 2 National Trust","SO445960",344500,296000,4625,"England",9,3,2016,2020,"UKBMS"
3677,"Droitwich Woods","SO882626",388200,262600,1300,"England",9,5,2016,2020,"UKBMS"
3679,"Mortimer Forest (Vinnals)","SO475732",347500,273200,,"England",,1,2017,2017,"UKBMS"
3680,"Malvern Pinnacle Hill","SO769419",376900,241900,,"England",,4,2017,2020,"UKBMS"
3681,"Malvern Poolbrook Common","SO786442",378600,244200,,"England",,4,2017,2020,"UKBMS"
3682,"Lower Smite Farm","SO890590",389000,259000,,"England",,3,2017,2019,"UKBMS"
3683,"Sandwell RSPB","SP034926",403400,292600,,"England",,3,2017,2019,"UKBMS"
3684,"Walsall Old Golf Course","SP037984",403700,298400,,"England",,4,2017,2020,"UKBMS"
3685,"Stowell Park Gardens","SP087130",408700,213000,,"England",,3,2017,2019,"UKBMS"
3686,"Sutton Park - Streetly Heath","SP091984",409100,298400,,"England",,4,2017,2020,"UKBMS"
3687,"Joy's Wood","SP091820",409100,282000,,"England",,4,2017,2020,"UKBMS"
3688,"Trittiford","SP097803",409700,280300,,"England",,4,2017,2020,"UKBMS"
3689,"Blackberry Way","SP099821",409900,282100,,"England",,4,2017,2020,"UKBMS"
3690,"Budgehill","SP173120",417300,212000,,"England",,3,2017,2019,"UKBMS"
3691,"Westonbirt Downs","ST847898",384700,189800,,"England",,2,2017,2018,"UKBMS"
3692,"Sheepscombe Common","SO894106",389400,210600,1430,"England",10,3,2018,2020,"UKBMS"
3693,"Bredon Hill (2018 route)","SO945391",394500,239100,2800,"England",8,3,2018,2020,"UKBMS"
3694,"Llynclys Common","SJ268234",326800,323400,2840,"England",6,3,2018,2020,"UKBMS"
3695,"Malvern Swinyard Hill","SO762388",376200,238800,3700,"England",5,3,2018,2020,"UKBMS"
3696,"Bodenham Lake","SO525513",352500,251300,3050,"England",9,3,2018,2020,"UKBMS"
3697,"Ifton Meadows","SJ317374",331700,337400,1633,"England",7,2,2019,2020,"UKBMS"
3698,"Hartlebury Common","SO823708",382300,270800,3500,"England",15,2,2019,2020,"UKBMS"
3699,"Shatterford Wood","SO802824",380200,282400,2640,"England",12,2,2019,2020,"UKBMS"
3700,"Ayres NNR","NX41300330",241300,503300,3930,"Isle of Man",10,5,2002,2006,"UKBMS"
3701,"Calf of Man","SC15606560",215600,465600,5420,"Isle of Man",8,11,1996,2006,"UKBMS"
3702,"Calf of Man (new)","SC156657",215600,465700,2660,"Isle of Man",5,3,2018,2020,"UKBMS"
3800,"Sims Wood","SU410015",441000,101500,3280,"England",9,25,1995,2019,"UKBMS"
3801,"Portsdown (compartments 1-3)","SU62800670",462800,106700,1480,"England",7,15,2005,2020,"UKBMS"
3802,"Lakeside Eastleigh","SU44501750",444500,117500,,"England",6,17,2002,2018,"UKBMS"
3803,"Testwood Lakes - Lakeside","SU35101510",435100,115100,2795,"England",4,16,2004,2019,"UKBMS"
3804,"Testwood Lakes - North","SU34301560",434300,115600,1788,"England",9,17,2004,2020,"UKBMS"
3805,"Magdalen Hill Down North","SU50802920",450800,129200,,"England",8,16,2005,2020,"UKBMS"
3806,"Waverley (Chilbolton)","SU39103920",439100,139200,,"England",1,22,1990,2015,"UKBMS"
3807,"Wildgrounds Meadow","SU580010",458000,101000,,"England",,1,2005,2005,"UKBMS"
3808,"Wildgrounds Red Trail","SU580010",458000,101000,,"England",,1,2005,2005,"UKBMS"
3809,"Park Woood Cowplain","SU68501040",468500,110400,100,"England",1,3,2006,2008,"UKBMS"
3810,"YOELLS COPSE","SU68501280",468500,112800,1000,"England",6,2,2006,2007,"UKBMS"
3814,"Pilot Hill","SU39805950",439800,159500,1600,"England",10,14,2007,2020,"UKBMS"
3815,"Bramshott Common","SU85703350",485700,133500,5000,"England",9,14,2007,2020,"UKBMS"
3816,"Hazleton Common (new)","SU70301200",470300,112000,1000,"England",8,15,2006,2020,"UKBMS"
3817,"St Catherine's Hill","SU48502750",448500,127500,980,"England",12,11,2007,2020,"UKBMS"
3818,"Swanmore Village","SU57301650",457300,116500,2125,"England",7,13,2005,2017,"UKBMS"
3819,"Dibden Bottom (north)","SU39400720",439400,107200,,"England",4,14,2007,2020,"UKBMS"
3820,"Keeping Marsh","SU40100110",440100,101100,2582,"England",5,12,2006,2020,"UKBMS"
3822,"Great Copse Woods","SU320287",432000,128700,1140,"England",9,9,1989,2007,"UKBMS"
3823,"Bushfield Camp 2","SU470275",447000,127500,,"England",10,2,2006,2007,"UKBMS"
3824,"Southampton Old Cemetery","SU41301370",441300,113700,1800,"England",8,15,2006,2020,"UKBMS"
3825,"The HOLT-Soakfield Row and Broadwalk","SU70901230",470900,112300,1710,"England",6,13,2008,2020,"UKBMS"
3826,"Danebury Hill Fort Hampshire","SU32503770",432500,137700,2300,"England",12,13,2008,2020,"UKBMS"
3827,"Hocombe Mead  2","SU4322",443000,122000,,"England",7,13,2008,2020,"UKBMS"
3828,"Hillier Gardens, Ampfield","SU383235",438300,123500,,"England",10,13,2007,2019,"UKBMS"
3829,"Staunton Country Park","SU723093",472300,109300,2900,"England",8,3,2008,2010,"UKBMS"
3830,"Ashford Hill Woods & Meadows","SU564616",456400,161600,2650,"England",6,13,2008,2020,"UKBMS"
3831,"Sparsholt (Ower Wood & Grassland)","SU419321",441900,132100,,"England",7,12,2008,2019,"UKBMS"
3832,"Normandy Marshes","SZ332938",433200,93800,3800,"England",10,6,2008,2013,"UKBMS"
3833,"The Commons Roydon","SU315005",431500,100500,,"England",14,15,2005,2020,"UKBMS"
3834,"Testwood North Perimeter","SU344157",434400,115700,2550,"England",10,11,2009,2019,"UKBMS"
3835,"Southwood Meadows","SU855553",485500,155300,1700,"England",10,5,2010,2014,"UKBMS"
3836,"Spearywell Mottisfont","SU315277",431500,127700,2000,"England",9,11,2010,2020,"UKBMS"
3837,"Down Grange Meadow, Kempshott","SU607497",460700,149700,840,"England",4,11,2010,2020,"UKBMS"
3838,"Jeffereys Copse","SU591493",459100,149300,1460,"England",5,1,2010,2010,"UKBMS"
3839,"Janesmoor Plain","SU255135",425500,113500,1137,"England",9,5,2010,2020,"UKBMS"
3840,"Priors Hill Copse","SU468092",446800,109200,908,"England",6,10,2011,2020,"UKBMS"
3841,"Lepe Country Park","SZ456987",445600,98700,1623,"England",8,10,2011,2020,"UKBMS"
3842,"Kings Copse","SU426017",442600,101700,2800,"England",7,10,2011,2020,"UKBMS"
3843,"Great Copse","SU320282",432000,128200,1554,"England",9,8,2011,2020,"UKBMS"
3844,"Shipton Bellinger (West)","SU223454",422300,145400,,"England",10,9,2012,2020,"UKBMS"
3845,"Sunderton & South Lane Meadows (Clanfield)","SU698163",469800,116300,1336,"England",6,1,2012,2012,"UKBMS"
3846,"BEAULIEU HEATH NORTH","SU350018",435000,101800,1400,"England",7,9,2012,2020,"UKBMS"
3847,"Hawkhill","SU351019",435100,101900,3080,"England",7,9,2012,2020,"UKBMS"
3848,"Pondhead","SU307073",430700,107300,1738,"England",6,9,2012,2020,"UKBMS"
3849,"Standing Hat","SU315036",431500,103600,3119,"England",6,9,2012,2020,"UKBMS"
3850,"Warren Farm","SZ419972",441900,97200,2440,"England",6,9,2012,2020,"UKBMS"
3851,"Browndown N2 12 section","SZ582996",458200,99600,2560,"England",12,7,2013,2019,"UKBMS"
3852,"Barton Common","SZ247932",424700,93200,2015,"England",9,8,2013,2020,"UKBMS"
3854,"Godshill","SU177161",417700,116100,3400,"England",7,8,2013,2020,"UKBMS"
3855,"Perrywood Ivy","SU320034",432000,103400,3200,"England",10,8,2013,2020,"UKBMS"
3856,"Magdalen Hill Down (Old Allotments)","SU497293",449700,129300,1086,"England",7,8,2013,2020,"UKBMS"
3857,"Trinley Estate","SU392495",439200,149500,,"England",,2,2013,2014,"UKBMS"
3858,"Anton Lakes Local Nature Reserve","SU360469",436000,146900,,"England",,8,2013,2020,"UKBMS"
3859,"Portchester Common","SU621067",462100,106700,,"England",,8,2013,2020,"UKBMS"
3860,"Hazeley Heath","SU756578",475600,157800,1400,"England",14,1,2013,2013,"UKBMS"
3861,"Old Down, Basingstoke","SU597488",459700,148800,,"England",,8,2013,2020,"UKBMS"
3862,"Ladies Walk Down","SU371447",437100,144700,,"England",,8,2013,2020,"UKBMS"
3863,"Rooksbury Mill Local Nature Reserve","SU355445",435500,144500,,"England",,8,2013,2020,"UKBMS"
3864,"Coulters Dean","SU747191",474700,119100,,"England",,5,2013,2018,"UKBMS"
3865,"Tadburn Meadows Local Nature Reserve","SU369215",436900,121500,,"England",,8,2013,2020,"UKBMS"
3866,"Zionshill Copse Local Nature Reserve","SU419204",441900,120400,,"England",,8,2013,2020,"UKBMS"
3867,"Spearywell North","SU313281",431300,128100,,"England",,7,2013,2020,"UKBMS"
3868,"LANGLEY WOOD (MARCHWOOD)","SU358103",435800,110300,4150,"England",10,1,2013,2013,"UKBMS"
3869,"STAPLEWOOD FARM","SU370091",437000,109100,4150,"England",10,1,2013,2013,"UKBMS"
3870,"Normandy Marsh","SZ331944",433100,94400,2700,"England",6,7,2014,2020,"UKBMS"
3871,"Foxbury","SU296167",429600,116700,2660,"England",10,6,2014,2019,"UKBMS"
3872,"Hale Purlieu","SU200186",420000,118600,1500,"England",8,6,2014,2019,"UKBMS"
3873,"Speltham Down","SU647149",464700,114900,1000,"England",7,6,2014,2019,"UKBMS"
3876,"Broadley Inclosure","SZ252993",425200,99300,2520,"England",8,7,2014,2020,"UKBMS"
3877,"Hook Heath","SU645079",464500,107900,2000,"England",11,7,2014,2020,"UKBMS"
3878,"Wendleholme (new)","SU491075",449100,107500,1200,"England",5,7,2014,2020,"UKBMS"
3879,"Rockford Common","SU173089",417300,108900,2540,"England",6,7,2014,2020,"UKBMS"
3880,"Ibsley Common","SU173089",417300,108900,1980,"England",4,7,2014,2020,"UKBMS"
3881,"Broxhead Common","SU803373",480300,137300,2000,"England",4,7,2014,2020,"UKBMS"
3882,"Fields Heath","SU456018",445600,101800,610,"England",4,1,2014,2014,"UKBMS"
3883,"RSPB Hazeley Heath North","SU748586",474800,158600,2553,"England",14,5,2015,2019,"UKBMS"
3884,"RSPB Hazeley Heath South","SU757579",475700,157900,2000,"England",9,5,2015,2019,"UKBMS"
3885,"Breamore","SU144200",414400,120000,3200,"England",9,6,2015,2020,"UKBMS"
